dataproviderid,occurrenceid,measurementid,measurementtype,measurementvalue,measurementaccuracy,measurementunit,measurementdetermineddate,measurementdeterminedby,measurementmethod,measurementremarks
1076,OBSVLFR_HistoricalPointB_RG-955,19481,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1105,19511,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-805,19645,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-806,19602,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-956,19482,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-356,19534,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-506,19419,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-656,19441,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-507,19420,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-357,19535,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-807,19464,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-808,19465,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-358,19400,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-658,19442,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-359,19401,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-361,19536,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-661,19661,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-511,19625,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-811,19666,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-961,19685,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1111,19616,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1112,19512,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-962,19657,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-812,19667,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-512,19626,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-662,19637,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-362,19537,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-363,19402,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-663,19638,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-513,19549,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-813,19668,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-814,19669,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-964,19483,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-514,19550,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-664,19581,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-364,19403,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-365,19404,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-665,19582,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-515,19551,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-965,19484,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-815,19670,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-816,19671,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-516,19421,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-666,19583,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-667,19662,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-517,19627,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-817,19672,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-967,19658,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1117,19617,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1118,19513,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-968,19610,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-818,19673,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-518,19628,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-668,19663,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-669,19664,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-519,19552,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-819,19674,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-969,19485,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1119,19514,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-970,19486,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-820,19675,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-520,19553,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-670,19639,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-671,19640,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-521,19629,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-821,19676,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-971,19611,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-972,19487,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-822,19677,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-522,19630,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-672,19665,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-589,19562,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-739,19451,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1189,19618,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-889,19653,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1039,19492,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1040,19493,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-890,19654,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
1076,OBSVLFR_HistoricalPointB_RG-1190,19619,abundance,,,Ind./100m^3,,,"This data set correspond to abundance classes of individual at 6 differents depths (10m, 20m, 30m, 40m, 50m and 60m); that means 0 = 0, 1 = [0.5 ; 2], 2 = [2 ; 10], 3 = [10 ; 20], 4 > 20",1994Cnid
